id,category,name,description,description_complete,url,lang,source,qa_pairs
svc_037,Facturation,E-Facture,Ce service vous permet de consulter et payer vos factures avec vos cartes CIB en toute sécurité.,True,https://www.djezzy.dz/particuliers/services/e-facture-particulier/,fr,djezzy.dz,"[{""q"": ""C'est quoi E-Facture chez Djezzy ?"", ""a"": ""E-Facture est un service qui vous permet de consulter et payer vos factures Djezzy en ligne avec votre carte CIB en toute sécurité.""}, {""q"": ""Comment payer ma facture Djezzy avec CIB en ligne ?"", ""a"": ""Avec E-Facture, vous pouvez régler vos factures Djezzy en utilisant votre carte CIB de manière sécurisée depuis chez vous.""}, {""q"": ""Puis-je consulter et payer ma facture Djezzy en ligne ?"", ""a"": ""Oui, le service E-Facture vous permet de consulter et payer vos factures Djezzy en ligne avec votre carte CIB.""}]"
svc_038,Facturation,E-Facture avec VISA,Le service E-Paiement VISA est désormais disponible chez Djezzy.,False,https://www.djezzy.dz/particuliers/services/e-payment-visa-facture/,fr,djezzy.dz,"[{""q"": ""Puis-je payer ma facture Djezzy avec VISA ?"", ""a"": ""Oui, le service E-Facture avec VISA est disponible chez Djezzy pour régler vos factures avec votre carte VISA.""}, {""q"": ""C'est quoi E-Facture avec VISA chez Djezzy ?"", ""a"": ""E-Facture avec VISA est un service de paiement en ligne qui vous permet de régler vos factures Djezzy avec une carte VISA.""}, {""q"": ""Djezzy accepte-t-il les paiements de factures par carte VISA ?"", ""a"": ""Oui, grâce au service E-Facture avec VISA, vous pouvez payer vos factures Djezzy directement avec votre carte VISA.""}]"
svc_039,Assistance & Autres,Contrôle parental,"Faites profiter pleinement vos enfants des vitesses 2G, 3G et 4G de Djezzy en toute sécurité en les protégeant des contenus inappropriés.",True,https://www.djezzy.dz/particuliers/services/controle-parental-djezzy/,fr,djezzy.dz,"[{""q"": ""C'est quoi le Contrôle parental chez Djezzy ?"", ""a"": ""Le Contrôle parental est un service qui protège vos enfants des contenus inappropriés lorsqu'ils utilisent Internet sur les réseaux 2G, 3G et 4G de Djezzy.""}, {""q"": ""Comment protéger mes enfants sur Internet avec Djezzy ?"", ""a"": ""Activez le Contrôle parental de Djezzy pour bloquer les contenus inappropriés et laisser vos enfants naviguer en toute sécurité.""}, {""q"": ""Djezzy propose-t-il un service de protection pour les enfants ?"", ""a"": ""Oui, le service Contrôle parental de Djezzy filtre les contenus inappropriés et permet à vos enfants de profiter d'Internet en toute sécurité.""}]"
svc_040,Assistance & Autres,*777# de Djezzy,Le code *777# vous donne plus d'autonomie dans la gestion des options de votre ligne Djezzy.,True,https://www.djezzy.dz/particuliers/services/777/,fr,djezzy.dz,"[{""q"": ""C'est quoi le code *777# chez Djezzy ?"", ""a"": ""Le *777# est un code USSD qui vous donne accès à un menu permettant de gérer les options et services de votre ligne Djezzy en toute autonomie.""}, {""q"": ""Comment gérer mon compte Djezzy par téléphone ?"", ""a"": ""Composez le *777# depuis votre téléphone pour gérer les options de votre ligne Djezzy directement et en toute autonomie.""}, {""q"": ""À quoi sert le *777# chez Djezzy ?"", ""a"": ""Le *777# est un code d'accès rapide qui vous permet de gérer les options de votre ligne Djezzy sans passer par une boutique ou le service client.""}]"
svc_041,Assistance & Autres,Votre service client,Des Centres d'Appels ont été mis à la disposition des professionnels et particuliers pour être toujours à votre écoute.,True,https://www.djezzy.dz/particuliers/services/votre-service-client/,fr,djezzy.dz,"[{""q"": ""Comment contacter le service client Djezzy ?"", ""a"": ""Djezzy dispose de Centres d'Appels dédiés aux particuliers et professionnels, disponibles pour répondre à toutes vos questions.""}, {""q"": ""C'est quoi le service client Djezzy ?"", ""a"": ""Le service client Djezzy est un centre d'appels mis à disposition des particuliers et professionnels pour les accompagner dans leurs besoins.""}, {""q"": ""Djezzy a-t-il un centre d'appels ?"", ""a"": ""Oui, Djezzy dispose de Centres d'Appels dédiés aux particuliers et aux professionnels, prêts à vous écouter et vous aider.""}]"
svc_042,Assistance & Autres,Numéros utiles,"Djezzy met à votre disposition une liste de numéros utiles, pour répondre à vos questions et vous faciliter l'accès aux services.",True,https://www.djezzy.dz/particuliers/services/numeros-utiles/,fr,djezzy.dz,"[{""q"": ""C'est quoi les numéros utiles Djezzy ?"", ""a"": ""Djezzy propose une liste de numéros utiles pour répondre à vos questions et faciliter l'accès à ses différents services.""}, {""q"": ""Quels sont les numéros importants à retenir chez Djezzy ?"", ""a"": ""Djezzy met à votre disposition une liste de numéros utiles pour accéder facilement à ses services et obtenir des réponses à vos questions.""}, {""q"": ""Où trouver les numéros importants de Djezzy ?"", ""a"": ""Consultez la page Numéros utiles sur le site de Djezzy pour retrouver tous les numéros nécessaires pour accéder à leurs services.""}]"
svc_043,Assistance & Autres,Changement de carte SIM,Votre puce n'est plus opérationnelle ou vous avez égaré votre téléphone ? Présentez-vous à une de nos boutiques muni de votre pièce d'identité.,False,https://www.djezzy.dz/particuliers/services/changement-de-carte-sim/,fr,djezzy.dz,"[{""q"": ""Comment changer ma carte SIM Djezzy ?"", ""a"": ""En cas de puce défectueuse ou de téléphone perdu, rendez-vous dans une boutique Djezzy avec votre pièce d'identité pour un changement de carte SIM.""}, {""q"": ""Ma carte SIM Djezzy ne fonctionne plus, que faire ?"", ""a"": ""Présentez-vous dans une boutique Djezzy avec votre pièce d'identité pour demander un changement de carte SIM.""}, {""q"": ""Djezzy propose-t-il le remplacement de carte SIM ?"", ""a"": ""Oui, en cas de puce défectueuse ou de perte de téléphone, vous pouvez obtenir une nouvelle SIM dans n'importe quelle boutique Djezzy.""}]"
svc_044,Assistance & Autres,Vol de mobile,Djezzy s'associe avec les opérateurs Mobilis et Ooredoo pour bloquer les mobiles volés et les rendre inutilisables sur les trois réseaux.,True,https://www.djezzy.dz/particuliers/services/vol-de-mobile/,fr,djezzy.dz,"[{""q"": ""C'est quoi le service Vol de mobile chez Djezzy ?"", ""a"": ""Djezzy, en partenariat avec Mobilis et Ooredoo, permet de bloquer les téléphones volés pour les rendre inutilisables sur les trois réseaux algériens.""}, {""q"": ""Mon téléphone a été volé, que faire avec Djezzy ?"", ""a"": ""Signalez le vol à Djezzy pour que votre mobile soit bloqué sur les réseaux Djezzy, Mobilis et Ooredoo, le rendant inutilisable.""}, {""q"": ""Djezzy peut-il bloquer un téléphone volé ?"", ""a"": ""Oui, Djezzy en collaboration avec Mobilis et Ooredoo peut bloquer les mobiles volés sur les trois réseaux algériens.""}]"
svc_045,Assistance & Autres,Apprenez l'anglais,"Un service d'apprentissage de langue en ligne disponible en français et en arabe, accessible via l'application Djezzy App.",False,https://www.djezzy.dz/particuliers/services/apprenez-langlais/,fr,djezzy.dz,"[{""q"": ""Peut-on apprendre l'anglais avec Djezzy ?"", ""a"": ""Oui, Djezzy propose un service d'apprentissage de l'anglais en ligne, accessible en français et en arabe via l'application Djezzy App.""}, {""q"": ""C'est quoi le service Apprenez l'anglais chez Djezzy ?"", ""a"": ""C'est un service d'apprentissage de langue en ligne proposé par Djezzy, disponible en français et en arabe via l'application Djezzy App.""}, {""q"": ""Djezzy propose-t-il des cours de langue en ligne ?"", ""a"": ""Oui, le service Apprenez l'anglais de Djezzy est accessible via Djezzy App en français et en arabe pour apprendre l'anglais en ligne.""}]"
svc_046,Assistance & Autres,Hameçonnage par SMS,L'hameçonnage par SMS consiste en un ou plusieurs messages non sollicités envoyés en masse pour tromper les utilisateurs.,False,https://www.djezzy.dz/particuliers/services/hameconnage-par-sms/,fr,djezzy.dz,"[{""q"": ""C'est quoi le hameçonnage par SMS ?"", ""a"": ""Le hameçonnage par SMS (SMS phishing) est une technique d'arnaque qui consiste à envoyer des messages frauduleux en masse pour tromper les utilisateurs.""}, {""q"": ""Comment reconnaître un SMS frauduleux sur Djezzy ?"", ""a"": ""Djezzy informe ses abonnés sur le hameçonnage par SMS : méfiez-vous des messages non sollicités vous demandant des informations personnelles ou financières.""}, {""q"": ""Djezzy met-il en garde contre les arnaques par SMS ?"", ""a"": ""Oui, Djezzy sensibilise ses abonnés au hameçonnage par SMS, une pratique frauduleuse d'envoi de messages en masse pour tromper les destinataires.""}]"
